"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","q95hd","u_q95hd","hrmode","u_hrmode","skew","u_skew","skewgm","u_skewgm","skewgm_mcf","u_skewgm_mcf","kurt","u_kurt","kurtcs","u_kurtcs","gini","u_gini","gimc","u_gimc","bmax","u_bmax","gmax","u_gmax"
"SCH2018","mBEEF-vdW",1,FALSE,0.161072,0.00897,-8.89074e-18,0.0147,0.205547,0.0113,0.398252,0.0267,0.115366,0.0674,-0.294169,0.2,-0.0672919,0.0633,0.252493,0.0705,3.41033,0.416,0.244307,0.32,0.423089,0.0192,0.447456,0.0193,0.116059,0.0605,0.447469,0.0184
"THA2015","M11",1,FALSE,2.96633,0.293,-2.33288e-17,0.406,4.51135,0.491,10.2585,1.38,-0.98225,0.777,-0.746417,0.591,-0.0474316,0.0979,0.414739,0.1,7.28512,1.69,3.15882,0.875,0.539709,0.0242,0.521669,0.026,0.0230739,0.62,0.539765,0.0237
"THA2015","M06-2X",1,FALSE,2.88252,0.284,1.61875e-17,0.389,4.35555,0.451,10.1405,1.32,0.328834,1.1,-0.633117,0.515,-0.122772,0.0931,0.56666,0.0984,6.63275,1.23,3.1634,0.781,0.528475,0.0223,0.537315,0.0262,0.437539,0.814,0.537939,0.0224
"THA2015","ωB97",1,FALSE,3.14655,0.279,1.79852e-16,0.396,4.50487,0.419,11.0936,1.47,-0.84097,1.31,-0.578247,0.425,-0.128616,0.0881,0.370609,0.0889,5.72887,0.796,2.16485,0.675,0.490355,0.0228,0.4786,0.0252,1.06313,1.06,0.505269,0.0225
"THA2015","LC-τHCTH",1,FALSE,3.0028,0.273,1.57667e-17,0.386,4.35955,0.424,10.5787,1.48,-0.893639,1.29,-0.470569,0.482,-0.0415871,0.0899,0.427501,0.0937,6.12724,0.934,2.11694,0.693,0.499285,0.0243,0.496757,0.0266,-0.29186,0.971,0.503818,0.0225
"THA2015","HISS",1,FALSE,2.81831,0.278,-3.85976e-17,0.381,4.26416,0.438,10.2263,1.32,0.711833,1.1,-0.589693,0.516,-0.0911462,0.0952,0.532978,0.0983,6.60914,1.16,2.98464,0.758,0.531784,0.0224,0.531667,0.0273,0.710709,0.746,0.531668,0.0217
"THA2015","LC-ωPBE",1,FALSE,3.05814,0.281,-5.20674e-17,0.393,4.46345,0.427,10.9746,1.4,1.1399,1.01,-0.730193,0.428,-0.142464,0.0887,0.530001,0.0795,5.95485,0.933,2.49345,0.741,0.509183,0.0232,0.522006,0.0262,1.14715,0.786,0.522045,0.0226
"THA2015","MP2",1,FALSE,2.98549,0.283,1.54985e-17,0.39,4.41376,0.434,10.8506,1.56,1.41734,0.79,-0.148973,0.512,-0.1528,0.0939,0.499011,0.0679,6.19203,0.845,2.73518,0.804,0.509335,0.0231,0.538566,0.0249,1.2037,0.55,0.540666,0.0229
"WU2015","HF",1,FALSE,2.22373,0.165,-1.41455e-16,0.219,2.95344,0.242,6.0145,0.583,-0.220829,0.888,-0.860418,0.319,-0.0450803,0.0744,0.326202,0.0843,4.8253,1.16,0.462105,0.388,0.447286,0.023,0.451795,0.0221,-0.222087,0.841,0.4518,0.0214
"WU2015","MP2",1,FALSE,0.391309,0.0247,-1.19158e-17,0.0417,0.490682,0.0311,0.995101,0.109,-0.205492,0.225,-0.00829299,0.217,0.0294694,0.0805,0.228798,0.0753,3.2394,0.379,0.133914,0.347,0.402421,0.0228,0.426707,0.0187,-0.204603,0.242,0.426727,0.0176
"WU2015","LSDA",1,FALSE,1.71497,0.151,4.77647e-17,0.208,2.46844,0.26,5.44632,0.881,0.298725,0.8,0.0973131,0.641,-0.0976965,0.0877,0.41325,0.0852,7.1607,1.22,1.45447,0.757,0.475712,0.027,0.485039,0.0258,0.297396,0.737,0.485045,0.0242
"WU2015","PBE",1,FALSE,1.64211,0.154,1.18739e-17,0.205,2.43847,0.258,5.52114,0.901,0.501496,0.391,-0.141512,0.643,-0.138175,0.0878,0.430899,0.0673,7.1795,1.17,1.95276,0.847,0.508955,0.0263,0.525181,0.0261,0.489718,0.333,0.525311,0.0247
"WU2015","HCTH",1,FALSE,1.69161,0.153,3.37793e-17,0.207,2.47668,0.257,5.5664,0.894,0.478995,0.687,-0.109356,0.629,-0.117853,0.0867,0.500393,0.0751,6.99659,1.14,1.59873,0.806,0.497997,0.0267,0.505943,0.0243,0.448718,0.576,0.506102,0.0236
"WU2015","N12",1,FALSE,1.83822,0.165,-2.67088e-17,0.221,2.67712,0.256,6.19721,0.925,0.480448,0.433,-0.449214,0.504,-0.18715,0.0828,0.499806,0.0675,6.06346,0.914,2.20383,0.835,0.506135,0.0231,0.53245,0.0247,0.556375,0.31,0.532902,0.0219
"WU2015","revTPSS",1,FALSE,1.61105,0.152,3.1566e-17,0.199,2.39179,0.244,5.62834,0.886,0.738327,0.233,-0.445695,0.578,-0.212644,0.0874,0.517719,0.0741,6.73636,1.04,2.1644,0.941,0.513852,0.0257,0.545971,0.0254,0.593674,0.145,0.552006,0.0244
"WU2015","tHCTH",1,FALSE,1.72178,0.158,1.15509e-17,0.21,2.53043,0.259,5.80439,0.943,0.67653,0.471,-0.278621,0.596,-0.168484,0.0865,0.494384,0.0696,6.76974,1.06,1.87079,0.832,0.504149,0.0258,0.526764,0.025,0.66376,0.368,0.526816,0.0235
"WU2015","M11-L",1,FALSE,2.25107,0.168,1.26934e-17,0.247,3.04435,0.266,6.16395,0.817,1.37488,0.396,0.0224414,0.486,-0.245645,0.0825,0.479281,0.0656,5.33311,0.989,0.756957,0.687,0.449968,0.0249,0.526123,0.0237,1.36987,0.26,0.526152,0.0215
"WU2015","MN12-L",1,FALSE,2.15255,0.168,3.61301e-18,0.235,2.95748,0.246,6.86011,0.877,0.616183,0.632,-0.583207,0.383,-0.258783,0.0712,0.460822,0.0693,4.89458,0.682,1.20574,0.697,0.467207,0.0228,0.516093,0.0233,1.04656,0.502,0.517286,0.0207
"WU2015","PBE0",1,FALSE,1.44238,0.125,1.04562e-17,0.166,2.05596,0.189,4.72775,0.665,0.681416,0.25,-0.467009,0.454,-0.276812,0.0816,0.476236,0.0641,5.57829,0.817,2.11639,0.73,0.48672,0.0204,0.548306,0.0256,0.595532,0.168,0.55066,0.0233
"WU2015","mPW1PW",1,FALSE,1.45097,0.125,1.55886e-17,0.166,2.06136,0.187,4.76415,0.654,0.383452,0.244,-0.545463,0.435,-0.28841,0.0806,0.501942,0.0626,5.45538,0.797,2.10706,0.715,0.484882,0.0203,0.537381,0.0243,0.631804,0.159,0.551002,0.0223
"WU2015","B3LYP",1,FALSE,1.45667,0.129,2.70183e-17,0.17,2.09711,0.197,4.79506,0.695,0.424076,0.342,-0.492714,0.488,-0.267104,0.0812,0.502008,0.0695,5.82023,0.88,1.98868,0.785,0.49678,0.022,0.538977,0.0277,0.581429,0.245,0.544221,0.0225
"WU2015","B3PW91",1,FALSE,1.46608,0.13,1.12039e-17,0.171,2.10853,0.196,4.92927,0.699,0.523458,0.282,-0.542412,0.462,-0.271882,0.0816,0.498797,0.0621,5.73578,0.846,2.20107,0.748,0.492559,0.021,0.549741,0.026,0.523641,0.208,0.549742,0.0236
"WU2015","B97-2",1,FALSE,1.49364,0.132,7.81523e-18,0.173,2.14572,0.198,4.98643,0.707,0.964395,0.209,-0.558034,0.453,-0.278292,0.0799,0.502352,0.0629,5.63349,0.835,2.37618,0.788,0.494341,0.0207,0.54197,0.022,0.604581,0.132,0.556774,0.0214
"WU2015","M06",1,FALSE,1.27937,0.109,-3.20326e-18,0.145,1.80701,0.18,3.7941,0.613,-0.0397693,0.427,0.268318,0.568,-0.12326,0.0791,0.338385,0.0978,6.41045,1.23,1.15665,0.793,0.485079,0.0257,0.481356,0.0268,0.428119,0.357,0.498506,0.0216
"WU2015","M06-2X",1,FALSE,1.26209,0.0929,-4.59732e-17,0.131,1.67218,0.129,3.59415,0.398,0.38595,0.408,-0.333343,0.324,-0.194954,0.078,0.394603,0.0738,4.19222,0.56,0.629251,0.502,0.44468,0.0218,0.479962,0.0247,0.55584,0.362,0.48514,0.0223
"WU2015","M06-HF",1,FALSE,1.5002,0.0999,3.99794e-17,0.15,1.92431,0.132,4.02666,0.396,1.58962,0.432,-0.692617,0.216,-0.243288,0.0655,0.386037,0.0919,3.67396,0.483,0.349738,0.387,0.417427,0.0216,0.483348,0.0259,1.09926,0.24,0.503775,0.0219
"WU2015","SOGGA11X",1,FALSE,1.44126,0.113,-6.68527e-17,0.155,1.97173,0.158,4.58148,0.449,0.487013,0.268,-0.677901,0.327,-0.302467,0.0754,0.467304,0.0592,4.52603,0.637,1.38567,0.621,0.467929,0.0205,0.519845,0.0231,0.865124,0.187,0.531817,0.021
"WU2015","tHCTHhyb",1,FALSE,1.5684,0.142,2.6948e-17,0.186,2.27911,0.216,5.34811,0.768,0.566943,0.177,-0.534457,0.484,-0.272953,0.0837,0.497757,0.0576,5.92238,0.887,2.43211,0.826,0.500157,0.0209,0.56042,0.0242,0.569503,0.11,0.560424,0.0231
"WU2015","BMK",1,FALSE,1.59653,0.117,3.94321e-17,0.168,2.11816,0.151,4.7594,0.372,0.533807,0.459,-0.702785,0.23,-0.223998,0.0691,0.457785,0.0779,3.85011,0.538,0.764819,0.462,0.45365,0.0206,0.490769,0.0239,0.787524,0.425,0.493574,0.022
"WU2015","TPSSh",1,FALSE,1.52237,0.142,-3.69436e-17,0.184,2.24685,0.221,5.27913,0.776,0.426497,0.187,-0.467869,0.523,-0.227081,0.0851,0.511058,0.0588,6.271,0.952,2.4721,0.891,0.513174,0.0221,0.555583,0.0239,0.440453,0.132,0.555862,0.0232
"WU2015","LC-rTPSS",1,FALSE,1.12352,0.081,-2.41515e-17,0.115,1.48334,0.11,3.22751,0.316,0.339411,0.433,-0.242711,0.276,-0.148903,0.0678,0.372485,0.0769,3.99771,0.517,0.807791,0.422,0.445112,0.0221,0.47252,0.0233,0.339427,0.349,0.47252,0.0213
"WU2015","LC-wPBE",1,FALSE,1.0923,0.0785,9.51107e-18,0.113,1.43525,0.0993,3.24744,0.259,0.596193,0.333,-0.255351,0.215,-0.174323,0.0755,0.389397,0.0781,3.58129,0.371,1.109,0.427,0.444236,0.0187,0.486872,0.0233,0.526456,0.247,0.48794,0.0212
"WU2015","LC-N12",1,FALSE,1.21995,0.0896,-3.05969e-17,0.125,1.627,0.124,3.51843,0.352,0.569119,0.351,-0.542628,0.281,-0.17297,0.0736,0.422042,0.0747,4.25009,0.679,0.924296,0.487,0.453404,0.022,0.492155,0.0247,0.579309,0.263,0.492339,0.0226
"WU2015","LC-HCTH",1,FALSE,1.1329,0.0884,-3.00376e-17,0.117,1.54225,0.132,3.46162,0.37,0.688311,0.35,-0.591388,0.347,-0.147992,0.0721,0.446907,0.0715,5.02085,0.892,1.1776,0.537,0.460632,0.0235,0.495727,0.0248,0.688047,0.253,0.495728,0.0228
"WU2015","LC-tHCTH",1,FALSE,1.28436,0.0979,-4.81087e-17,0.131,1.73067,0.14,3.67499,0.389,0.330242,0.271,-0.598404,0.322,-0.136586,0.0661,0.29787,0.0769,4.62621,0.868,0.726697,0.443,0.462923,0.0241,0.478832,0.0245,0.310628,0.275,0.478905,0.0229
"WU2015","M11",1,FALSE,1.3117,0.0858,-2.01736e-17,0.131,1.65733,0.114,3.40505,0.369,1.32727,0.72,-0.0724177,0.26,-0.117861,0.0781,0.294554,0.0864,3.504,0.431,0.0712273,0.367,0.403648,0.0226,0.457106,0.0247,1.17046,0.608,0.461323,0.0235
"WU2015","CAM-B3LYP",1,FALSE,1.2891,0.103,-5.47335e-19,0.139,1.76274,0.143,4.00232,0.449,0.480041,0.257,-0.511671,0.342,-0.261912,0.0728,0.467954,0.0697,4.52764,0.618,1.31493,0.542,0.467576,0.0201,0.52291,0.0227,0.514471,0.188,0.523498,0.0207
"WU2015","wB97XD",1,FALSE,1.32583,0.104,-1.94259e-17,0.143,1.7934,0.143,4.00257,0.435,0.601555,0.346,-0.449469,0.343,-0.240654,0.0735,0.444447,0.0784,4.43279,0.602,1.04679,0.516,0.45869,0.0208,0.513015,0.0261,0.634653,0.248,0.51357,0.0221
"WU2015","wB97",1,FALSE,1.19066,0.0859,-3.13147e-17,0.125,1.56486,0.106,3.45613,0.256,0.306768,0.325,-0.302187,0.205,-0.17426,0.0671,0.408587,0.073,3.48145,0.367,0.942626,0.411,0.449951,0.0192,0.482321,0.0225,0.340788,0.265,0.482603,0.0206
"WU2015","wB97X",1,FALSE,1.21633,0.092,-1.10693e-17,0.129,1.62308,0.118,3.52692,0.36,0.509521,0.317,-0.373685,0.252,-0.181111,0.0684,0.421811,0.0756,3.79625,0.437,0.986203,0.454,0.460884,0.0203,0.494227,0.0229,0.52404,0.233,0.494367,0.0202
"WU2015","N12-SX",1,FALSE,1.60192,0.134,-4.68076e-19,0.179,2.24179,0.192,5.21003,0.635,0.937059,0.293,-0.654349,0.36,-0.27823,0.0778,0.471405,0.0926,4.99324,0.704,2.02254,0.604,0.476511,0.0204,0.548278,0.0244,0.936576,0.177,0.548279,0.0223
"WU2015","MN12-SX",1,FALSE,1.74551,0.137,-1.04801e-17,0.191,2.40616,0.206,5.46197,0.733,1.28911,0.534,-0.441515,0.432,-0.247393,0.0734,0.538572,0.0783,5.1239,0.758,1.27067,0.72,0.468386,0.0236,0.525276,0.0244,1.21258,0.36,0.526268,0.0206
"WU2015","HSE06",1,FALSE,1.4542,0.127,2.99001e-17,0.168,2.07869,0.193,4.77634,0.682,0.688417,0.247,-0.450258,0.466,-0.263595,0.0817,0.485101,0.0677,5.67945,0.836,2.09427,0.737,0.48846,0.0209,0.547137,0.0251,0.627509,0.153,0.548716,0.0231
"WU2015","HISS",1,FALSE,1.47188,0.118,9.25983e-18,0.157,2.02269,0.157,4.66248,0.421,0.24964,0.405,-0.632053,0.269,-0.197772,0.0704,0.4385,0.068,4.25826,0.573,1.38919,0.503,0.481792,0.0209,0.501626,0.023,0.718735,0.287,0.512312,0.0197
"ZAS2019","HF",1,FALSE,2.2859,0.0252,-3.02917e-17,0.0385,2.96856,0.0356,5.86943,0.0805,0.189405,0.413,-0.4553,0.0599,-0.0682812,0.0115,0.311521,0.0146,4.32876,0.205,0.279683,0.0563,0.433851,0.00347,0.43617,0.00486,1.16725,0.289,0.440359,0.00367
"ZAS2019","MP2",1,FALSE,1.27513,0.0124,-5.17311e-17,0.0211,1.60586,0.0148,3.17553,0.0544,-0.178421,0.162,0.0891524,0.0317,0.00567149,0.0112,0.249023,0.0155,3.14182,0.0603,0.0492874,0.0595,0.416417,0.00332,0.415818,0.00333,-0.0243457,0.361,0.416475,0.00343
"ZAS2019","SLATM_L2",1,FALSE,1.26605,0.0254,-3.83841e-17,0.032,2.43561,0.0789,4.65787,0.139,-0.121054,0.127,0.819422,0.535,0.0474222,0.0213,0.633488,0.0124,28.1516,2.66,4.34635,0.232,0.604608,0.00559,0.605315,0.00672,-0.070516,0.0207,0.605756,0.00558
"ZHA2018","PBE",1,FALSE,0.092325,0.0061,9.17285e-19,0.00858,0.128098,0.0106,0.287407,0.0376,0.061382,0.0527,-1.07837,0.401,-0.137745,0.0709,0.349972,0.0838,6.57984,1.43,1.0163,0.434,0.45664,0.0226,0.47879,0.0239,0.0598909,0.0408,0.478923,0.0209
"ZHA2018","SCAN",1,FALSE,0.091706,0.00632,-1.27096e-18,0.0087,0.126759,0.00934,0.27631,0.0257,0.0585942,0.0414,-0.395693,0.355,-0.0823147,0.067,0.32941,0.0798,5.27344,0.864,1.27156,0.407,0.470805,0.0193,0.475274,0.02,0.0414292,0.0295,0.48135,0.0184
"BOR2019","LDA",-1,TRUE,1.15799,0.0467,1.14292,0.0473,1.05128,0.0947,3.13916,0.198,0.86385,0.14,2.73109,0.652,0.302598,0.0428,0.479903,0.0618,16.8286,6.25,1.42947,0.45,0.421349,0.0156,0.530046,0.0215,0.853774,0.107,0.530144,0.0177
"BOR2019","LDA + SOC",-1,TRUE,1.22925,0.0464,1.22148,0.0467,1.04249,0.0956,3.21457,0.201,1.19965,0.194,2.78726,0.668,0.309062,0.0462,0.425917,0.0611,17.3525,6.5,1.51316,0.457,0.396974,0.0152,0.497636,0.0228,0.868035,0.11,0.532866,0.0179
"BOR2019","PBE",-1,TRUE,1.04289,0.0442,1.01722,0.0452,1.00635,0.0948,2.91585,0.182,0.69495,0.147,2.81122,0.734,0.283199,0.0431,0.502475,0.0627,18.3265,7.22,1.46168,0.458,0.438684,0.0161,0.531246,0.021,0.662283,0.1,0.531999,0.0178
"BOR2019","PBE + SOC",-1,TRUE,1.11516,0.044,1.10412,0.0444,0.993489,0.0961,2.9993,0.189,0.7578,0.186,2.92303,0.757,0.298653,0.0443,0.519326,0.0631,19.2744,7.65,1.49806,0.464,0.41195,0.0156,0.529944,0.0226,0.7299,0.116,0.530499,0.0182
"BOR2019","PBE_SOL",-1,TRUE,1.10785,0.0451,1.08923,0.0458,1.01987,0.0907,3.04111,0.185,0.91605,0.131,2.66013,0.656,0.278356,0.0423,0.436438,0.0648,16.4343,6.22,1.38555,0.45,0.427523,0.0157,0.518428,0.0202,0.73227,0.119,0.527582,0.0175
"BOR2019","HLE16",-1,TRUE,0.588422,0.0335,0.36279,0.0405,0.864634,0.0787,1.84569,0.171,-0.01815,0.0805,2.64219,0.648,0.315407,0.042,0.476165,0.0414,17.4703,5.25,1.47668,0.382,0.534245,0.0172,0.53387,0.0178,-0.0023239,0.0357,0.534251,0.0171
"BOR2019","HLE16 + SOC",-1,TRUE,0.599376,0.035,0.500243,0.0384,0.82667,0.0846,1.91246,0.173,0.0692,0.104,3.12246,0.727,0.360645,0.0422,0.558219,0.041,21.5139,6.59,1.52682,0.394,0.544342,0.0168,0.553947,0.0191,0.0861603,0.0472,0.554389,0.0174
"BOR2019","BJ",-1,TRUE,0.781542,0.0359,0.717527,0.0381,0.844736,0.0715,2.27433,0.183,0.42405,0.0509,2.46762,0.597,0.306077,0.0455,0.492302,0.0418,14.9065,5.33,1.59812,0.462,0.462874,0.016,0.531011,0.0185,0.424107,0.0385,0.531012,0.0178
"BOR2019","mBJ",-1,TRUE,0.486864,0.0217,0.211839,0.0299,0.646742,0.0351,1.39021,0.075,0.14955,0.0933,0.925022,0.312,0.14856,0.0409,0.383959,0.0469,6.4331,1.36,0.669759,0.279,0.481961,0.0141,0.474848,0.0153,0.0663725,0.0609,0.482692,0.014
"BOR2019","SCAN",-1,TRUE,0.80349,0.0379,0.732903,0.0404,0.895989,0.0854,2.39354,0.178,0.46595,0.143,2.77057,0.766,0.270415,0.0436,0.496861,0.0503,18.724,7.45,1.4436,0.442,0.469045,0.0167,0.523441,0.02,0.393282,0.0757,0.5269,0.0177
"BOR2019","HSE06",-1,TRUE,0.517284,0.0289,0.0885455,0.0363,0.820106,0.073,1.66327,0.145,0.08515,0.0631,2.30135,0.786,0.123778,0.0496,0.512837,0.0403,16.7336,6.81,2.55104,0.484,0.540369,0.0163,0.540528,0.0185,0.0471253,0.0396,0.542608,0.0164
"BOR2019","HSE14",-1,TRUE,0.564166,0.0276,-0.181797,0.0355,0.801897,0.0537,1.79075,0.117,0.08515,0.2,0.874909,0.571,0.039136,0.0542,0.344563,0.0874,9.87782,2.71,2.27798,0.394,0.506444,0.0144,0.492293,0.0173,-0.0992221,0.117,0.513067,0.014
"BOR2019","HSE_mix",-1,TRUE,0.635009,0.0306,-0.379543,0.0378,0.829499,0.0454,1.94714,0.116,-0.0111,0.119,-0.702857,0.324,-0.140314,0.0459,0.433287,0.067,6.79522,1.25,1.93079,0.379,0.512084,0.0143,0.514424,0.016,-0.136994,0.0631,0.522954,0.0131
"BOR2019","PBE0",-1,TRUE,0.77045,0.0274,-0.482037,0.0373,0.841747,0.0697,1.80292,0.115,-0.55945,0.0851,1.99042,0.709,0.143413,0.0497,0.553293,0.0581,14.5143,5.38,2.73724,0.469,0.373806,0.0143,0.543448,0.0197,-0.55491,0.0506,0.543487,0.0162
"BOR2019","PBE0_mix",-1,TRUE,0.811106,0.0364,-0.604385,0.0433,0.94586,0.0485,2.41673,0.14,-0.3911,0.144,-1.06415,0.222,-0.196232,0.0424,0.481522,0.0404,6.0762,0.921,1.73118,0.371,0.47249,0.0133,0.51413,0.014,-0.3793,0.0758,0.514202,0.0132
"NAR2019","G4MP2",-1,TRUE,0.794096,0.0334,-0.0605882,0.0475,1.05669,0.0461,2.20896,0.0869,-0.19,0.163,-0.34753,0.215,0.0329609,0.0458,0.367233,0.05,4.43323,0.72,0.93653,0.258,0.457231,0.0125,0.467658,0.0135,-0.19,0.105,0.467658,0.0124
"NAR2019","B3LYP",-1,TRUE,3.9907,0.153,3.61366,0.174,3.67446,0.321,9.25029,0.552,3.03,0.792,1.90949,0.824,0.10259,0.0456,0.394917,0.0501,15.4453,6.5,0.924018,0.295,0.400101,0.0156,0.471104,0.0171,2.98982,0.623,0.471161,0.0162
"NAR2019","M06-2X",-1,TRUE,2.70521,0.0994,-0.0874728,0.166,3.45605,0.202,6.09626,0.457,-3.73,1.92,1.24202,0.417,0.16577,0.0487,0.227188,0.107,7.11665,2.75,-0.205081,0.178,0.394859,0.0142,0.45578,0.027,-2.89077,1.42,0.468952,0.0257
"NAR2019","wB97X-D",-1,TRUE,1.85431,0.0919,0.52329,0.128,2.65402,0.253,5.17825,0.377,-0.51,0.558,2.12997,0.929,0.178147,0.0439,0.388783,0.0605,17.6604,7.74,0.533325,0.233,0.467922,0.018,0.482543,0.02,-0.520528,0.427,0.482555,0.0183
"PER2018","B3LYP",-1,TRUE,1.18192,0.0899,0.979282,0.0997,1.51033,0.123,4.48649,0.489,0.710385,0.111,1.61399,0.298,0.301324,0.0742,0.640308,0.0458,7.25745,1.11,4.92539,0.958,0.514906,0.0196,0.613777,0.0198,0.690597,0.0564,0.614263,0.017
"PER2018","B97-1",-1,TRUE,0.85462,0.0521,0.505927,0.0688,1.05144,0.0817,2.67039,0.354,0.838437,0.119,0.25805,0.394,-0.122904,0.0767,0.465798,0.0755,6.68059,0.747,3.475,0.716,0.444017,0.0212,0.547248,0.0211,0.735327,0.054,0.555323,0.0179
"PER2018","BH&HLYP",-1,TRUE,4.83115,0.228,4.79177,0.232,3.49527,0.242,11.7445,0.609,3.0195,0.35,1.38893,0.248,0.416011,0.0522,0.58382,0.0573,5.63346,1.08,0.602025,0.48,0.368374,0.015,0.56114,0.0199,2.84497,0.156,0.563857,0.0182
"PER2018","BLYP",-1,TRUE,1.62697,0.101,0.410879,0.144,2.23232,0.173,5.32572,0.557,1.57943,0.453,-1.2904,0.274,-0.24112,0.0672,0.483635,0.0717,6.59308,0.865,3.46987,0.784,0.464651,0.0199,0.554668,0.0203,1.27165,0.268,0.571115,0.0177
"PER2018","CAM-B3LYP",-1,TRUE,0.90408,0.0906,0.551142,0.103,1.54311,0.12,4.13278,0.367,0.00133929,0.0668,1.77813,0.257,0.572355,0.0575,0.752781,0.035,6.61096,1.1,5.10117,1.29,0.663176,0.015,0.662986,0.0156,-0.054344,0.0293,0.667151,0.0148
"PER2018","LC-ωPBE",-1,TRUE,1.0939,0.095,0.730925,0.113,1.66974,0.144,4.33805,0.514,0.267,0.125,1.72467,0.352,0.447076,0.0644,0.616897,0.0507,8.01181,1.8,2.81735,0.817,0.603288,0.018,0.602333,0.0196,0.183972,0.0939,0.609759,0.0183
"PER2018","PBE",-1,TRUE,2.79157,0.156,-2.53265,0.174,2.66783,0.196,8.06469,0.83,-1.2735,0.451,-1.33498,0.23,-0.218689,0.0608,0.491952,0.0699,6.04098,0.86,1.9695,0.52,0.423151,0.0178,0.531738,0.0229,-1.25991,0.324,0.531848,0.0207
"PER2018","PBE0",-1,TRUE,0.924562,0.0739,0.236388,0.0965,1.44198,0.12,3.2688,0.497,-0.01,0.157,1.77438,0.206,0.349149,0.063,0.556581,0.0628,7.18707,1.01,2.99403,0.865,0.565213,0.0213,0.567521,0.0241,-0.139464,0.0852,0.580816,0.0201
"PER2018","PW86PBE",-1,TRUE,1.63516,0.123,-0.535453,0.16,2.4625,0.202,6.13537,0.889,0.836786,0.457,-1.48577,0.269,-0.261061,0.068,0.424646,0.0879,7.06366,1.06,2.68442,0.585,0.527692,0.0211,0.535653,0.0212,0.709696,0.322,0.539101,0.0203
"SCH2018","LDA",-1,TRUE,0.71559,0.0311,0.684615,0.0346,0.485566,0.0237,1.5148,0.0698,0.6,0.218,0.149173,0.139,0.0471041,0.0718,0.275841,0.0749,2.86641,0.219,0.137639,0.235,0.344717,0.0166,0.414076,0.0162,0.429924,0.232,0.425072,0.0157
"SCH2018","PBE",-1,TRUE,0.186872,0.0099,0.0932308,0.0156,0.212565,0.00942,0.418373,0.0235,0,0.0781,-0.11044,0.12,-0.00467329,0.06,0.146055,0.085,2.51269,0.176,-0.0896366,0.22,0.413896,0.02,0.413896,0.0165,0,0.098,0.413896,0.015
"SCH2018","RPBE",-1,TRUE,0.212308,0.0101,-0.171692,0.0134,0.188561,0.00756,0.463319,0.0208,-0.31,0.0622,0.109728,0.125,0.105782,0.072,0.249237,0.086,2.24945,0.163,-0.64345,0.203,0.375637,0.0184,0.449985,0.0271,-0.31,0.0578,0.449985,0.0213
"SCH2018","vdW-DF2",-1,TRUE,0.208821,0.0103,0.0232821,0.0174,0.254193,0.0113,0.503163,0.0347,0.13,0.109,-0.174864,0.131,-0.084259,0.0655,0.206566,0.0672,2.64248,0.185,-0.0591881,0.267,0.387643,0.0176,0.424544,0.0196,0.13,0.115,0.424544,0.0175
"SCH2018","BEEF-vdW",-1,TRUE,0.145692,0.00796,-0.00948718,0.013,0.182369,0.00825,0.340486,0.0119,0.02,0.0464,-0.168621,0.109,-0.0846877,0.0574,0.327137,0.0853,2.51562,0.173,-0.0883017,0.27,0.421127,0.0175,0.430229,0.0189,0.0395855,0.0436,0.430922,0.0169
"SCH2018","mBEEF",-1,TRUE,0.20559,0.00985,0.0578974,0.018,0.242119,0.0138,0.486251,0.0304,0.27,0.0683,-0.999891,0.137,-0.288409,0.0542,0.413562,0.0779,3.47969,0.461,0.238248,0.315,0.376259,0.0181,0.503024,0.023,0.229975,0.0328,0.513189,0.0165
"SCH2018","mBEEF-vdW",-1,TRUE,0.311538,0.013,0.226205,0.0211,0.284797,0.0141,0.636405,0.0226,0.38,0.12,-0.55838,0.13,-0.0511797,0.0586,0.384832,0.102,2.98577,0.326,0.00108744,0.286,0.341517,0.0164,0.444312,0.022,0.439595,0.119,0.452949,0.0187
"THA2015","M11",-1,TRUE,2.57033,0.205,0.795629,0.308,3.39237,0.263,7.76613,0.597,0.958086,0.799,-0.505504,0.217,-0.0342647,0.0794,0.478111,0.0953,4.0579,0.489,1.80465,0.456,0.485609,0.0213,0.497908,0.0226,0.757121,0.656,0.499157,0.0205
"THA2015","M06-2X",-1,TRUE,2.71894,0.198,1.26853,0.304,3.3224,0.264,7.74518,0.71,1.73131,1.14,-0.581043,0.234,-0.110813,0.081,0.403106,0.104,4.22594,0.518,1.51249,0.429,0.455988,0.0245,0.480746,0.0248,1.75474,0.98,0.480799,0.0204
"THA2015","ωB97",-1,TRUE,2.79623,0.2,0.765036,0.318,3.52073,0.279,7.39867,0.76,-0.417985,1.31,-0.778725,0.264,-0.167735,0.0777,0.251905,0.097,4.24067,0.662,0.866133,0.461,0.43129,0.025,0.41909,0.0305,3.35837,1.14,0.465707,0.0259
"THA2015","LC-τHCTH",-1,TRUE,2.53692,0.194,0.396861,0.303,3.32272,0.255,7.21636,0.736,0.772751,1.3,-0.569983,0.247,-0.0677666,0.0775,0.270186,0.105,3.9919,0.506,0.723498,0.437,0.451183,0.0226,0.455048,0.0234,0.771963,1.11,0.455051,0.021
