"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","hrmode","u_hrmode","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"Ref_GandH","g=0.9",-1,FALSE,1.0413,0.049,0.5064,0.056,1.7535,0.12,-0.57289,0.12,3.206,0.34,18.484,3.2,1.4028,0.29,3.949,0.28,0.55265,0.013,1.1483,0.019,0.41216,0.014
"Ref_GandH","g=1",-1,FALSE,1.1316,0.072,0.63438,0.079,2.4528,0.39,-0.66454,0.096,7.9188,1.9,106.18,38,1.8873,0.45,3.853,0.34,0.59753,0.02,1.1057,0.022,0.45306,0.018
"Ref_GandHBias1","g=0.1",-1,FALSE,1.2152,0.027,1.0753,0.032,1.0355,0.023,0.67851,0.22,0.21976,0.073,3.0388,0.15,0.016235,0.13,2.8459,0.074,0.39631,0.0081,0.81932,0.019,0.28885,0.0066
"Ref_GandHBias1","g=0.2",-1,FALSE,1.1728,0.028,1.0741,0.031,1.0244,0.028,0.73263,0.18,0.74404,0.098,4.0659,0.31,0.41451,0.16,2.9668,0.12,0.41551,0.0083,0.89315,0.019,0.30066,0.0068
"Ref_GandHBias1","g=0.3",-1,FALSE,1.2365,0.033,1.1722,0.035,1.1343,0.053,0.90544,0.2,1.6782,0.42,10.343,3.7,0.23127,0.15,3.2346,0.11,0.43993,0.009,0.89901,0.018,0.32006,0.0071
"Ref_GandHBias1","g=0.4",-1,FALSE,1.2264,0.035,1.1739,0.037,1.1373,0.042,0.74092,0.28,1.415,0.2,6.547,1.4,0.36385,0.17,3.385,0.18,0.45633,0.0091,0.87281,0.018,0.33044,0.0073
"Ref_GandHBias1","g=0.5",-1,FALSE,1.2808,0.038,1.2496,0.039,1.2297,0.055,0.6343,0.23,1.8893,0.19,9.0875,1.2,0.40556,0.25,3.3784,0.15,0.47002,0.0098,0.86888,0.018,0.34062,0.0077
"Ref_GandHBias1","g=0.6",-1,FALSE,1.3493,0.04,1.3313,0.04,1.2476,0.05,0.27293,0.23,1.7088,0.17,7.5064,1,0.37444,0.19,3.7015,0.13,0.46583,0.009,0.88016,0.019,0.33812,0.0072
"Ref_GandHBias1","g=0.7",-1,FALSE,1.3643,0.043,1.3557,0.043,1.3524,0.099,0.33885,0.24,2.9307,0.62,20.483,6.4,0.66755,0.24,3.7458,0.15,0.47152,0.011,0.91225,0.019,0.34003,0.008
"Ref_GandHBias1","g=0.8",-1,FALSE,1.4565,0.052,1.4541,0.052,1.6361,0.11,0.4999,0.15,3.2861,0.35,19.747,3.5,1.1166,0.32,4.4772,0.28,0.50255,0.011,0.936,0.019,0.36479,0.0088
"Ref_GandHBias1","g=0.9",-1,FALSE,1.4434,0.049,1.4433,0.049,1.517,0.11,0.88612,0.21,3.3889,0.43,21.417,4.7,1.5755,0.41,4.0442,0.19,0.4701,0.011,0.97823,0.02,0.33715,0.0088
"Ref_GandHBias1","g=1",-1,FALSE,1.6637,0.067,1.6637,0.067,2.1158,0.18,0.43194,0.077,4.2267,0.57,30.748,6.8,2.1366,0.48,5.2536,0.34,0.52178,0.012,1.0251,0.02,0.38565,0.01
"Ref_GandHBias2","g=0.1",-1,FALSE,2.1221,0.032,2.1138,0.033,1.046,0.026,1.7618,0.23,0.42697,0.11,3.5446,0.32,-0.071619,0.12,3.9587,0.078,0.27172,0.0061,0.87453,0.019,0.19311,0.0046
"Ref_GandHBias2","g=0.2",-1,FALSE,2.0937,0.032,2.0922,0.032,1.0045,0.028,1.9139,0.21,0.63063,0.092,3.6729,0.3,0.13063,0.12,3.9324,0.073,0.26576,0.0063,0.88937,0.02,0.18726,0.0047
"Ref_GandHBias2","g=0.3",-1,FALSE,2.1354,0.034,2.1354,0.034,1.0622,0.036,1.7561,0.1,1.1936,0.21,6.0328,1.4,0.32653,0.16,4.0823,0.13,0.26782,0.006,0.96358,0.019,0.18941,0.0045
"Ref_GandHBias2","g=0.4",-1,FALSE,2.2097,0.037,2.2097,0.037,1.1639,0.042,1.3733,0.2,1.3988,0.15,6.4147,0.8,0.32646,0.18,4.2527,0.13,0.27985,0.0063,0.93953,0.019,0.19983,0.0047
"Ref_GandHBias2","g=0.5",-1,FALSE,2.2941,0.035,2.2941,0.035,1.1759,0.039,1.4558,0.19,1.3181,0.14,5.5899,0.78,0.071819,0.15,4.6013,0.11,0.27373,0.0056,1.0002,0.019,0.197,0.0044
"Ref_GandHBias2","g=0.6",-1,FALSE,2.2864,0.038,2.2864,0.038,1.2133,0.05,1.9423,0.26,1.8213,0.17,7.9264,1.2,0.75225,0.21,4.6954,0.16,0.2704,0.0064,1.0433,0.02,0.1929,0.0049
"Ref_GandHBias2","g=0.7",-1,FALSE,2.3876,0.047,2.3876,0.047,1.5185,0.13,1.4828,0.088,3.9608,0.89,34.541,11,0.77385,0.28,5.0926,0.17,0.28815,0.0088,1.0826,0.02,0.20844,0.0065
"Ref_GandHBias2","g=0.8",-1,FALSE,2.4604,0.054,2.4604,0.054,1.657,0.11,1.2607,0.074,3.1587,0.38,18.783,4.1,1.0108,0.31,5.3974,0.23,0.30557,0.0089,1.1185,0.019,0.22222,0.007
"Ref_GandHBias2","g=0.9",-1,FALSE,2.5477,0.057,2.5477,0.057,1.8243,0.16,1.514,0.17,4.1513,0.94,35.344,14,1.5863,0.36,5.7651,0.3,0.30995,0.0099,1.1151,0.02,0.22793,0.0076
"Ref_GandHBias2","g=1",-1,FALSE,2.5771,0.061,2.5771,0.061,1.991,0.17,1.373,0.12,4.3617,0.6,33.387,7.7,1.7278,0.41,5.9353,0.37,0.3179,0.011,1.1089,0.02,0.23506,0.0083
"BOR2019","LDA",-1,FALSE,1.1672,0.048,1.1522,0.049,1.0693,0.093,0.86385,0.14,2.7092,0.59,16.19,5.8,1.5666,0.48,3.183,0.21,0.42418,0.015,0.96949,0.038,0.29581,0.012
"BOR2019","LDA + SOC",-1,FALSE,1.2387,0.048,1.231,0.049,1.0616,0.093,1.1997,0.2,2.7664,0.61,16.676,6,1.6548,0.49,3.258,0.22,0.39994,0.015,0.99866,0.045,0.27754,0.011
"BOR2019","PBE",-1,FALSE,1.0523,0.046,1.0267,0.047,1.0261,0.093,0.69495,0.15,2.7939,0.66,17.579,6.6,1.6037,0.49,2.9538,0.2,0.44188,0.016,0.9755,0.029,0.31113,0.012
"BOR2019","PBE + SOC",-1,FALSE,1.1248,0.046,1.1138,0.046,1.0144,0.094,0.7578,0.19,2.9045,0.68,18.452,6.9,1.6426,0.5,3.0397,0.2,0.41528,0.015,0.97881,0.036,0.28934,0.012
"BOR2019","PBE_SOL",-1,FALSE,1.1172,0.047,1.0986,0.047,1.0389,0.089,0.91605,0.14,2.6475,0.59,15.83,5.7,1.5244,0.49,3.0807,0.2,0.43052,0.015,0.97457,0.033,0.30106,0.012
"BOR2019","HLE16",-1,FALSE,0.59884,0.037,0.37368,0.042,0.89549,0.084,-0.01815,0.079,2.7375,0.54,17.316,4.2,1.5827,0.46,1.8837,0.18,0.54012,0.018,0.96741,0.031,0.39118,0.015
"BOR2019","HLE16 + SOC",-1,FALSE,0.61015,0.038,0.51123,0.04,0.85954,0.089,0.0692,0.1,3.1985,0.6,21.006,5.3,1.6353,0.47,1.9517,0.19,0.55013,0.018,0.96532,0.031,0.40225,0.015
"BOR2019","BJ",-1,FALSE,0.79105,0.037,0.72717,0.039,0.86942,0.073,0.42405,0.049,2.5292,0.52,14.734,4.6,1.7409,0.47,2.3121,0.2,0.46739,0.016,0.95785,0.031,0.33398,0.012
"BOR2019","mBJ",-1,FALSE,0.49656,0.025,0.22212,0.031,0.68348,0.051,0.06635,0.089,1.4937,0.52,10.421,3.2,0.72105,0.32,1.4059,0.081,0.49003,0.016,0.88401,0.028,0.35817,0.012
"BOR2019","SCAN",-1,FALSE,0.8131,0.039,0.74266,0.042,0.91975,0.085,0.46595,0.15,2.7898,0.68,18.037,6.6,1.5767,0.47,2.4318,0.19,0.47337,0.017,0.95303,0.031,0.33818,0.013
"BOR2019","HSE06",-1,FALSE,0.52636,0.031,0.098536,0.037,0.84744,0.075,0.08515,0.061,2.4106,0.68,16.558,5.8,2.6622,0.5,1.6994,0.16,0.54605,0.017,0.97369,0.027,0.40153,0.014
"BOR2019","HSE14",-1,FALSE,0.57269,0.03,-0.17169,0.036,0.83054,0.061,0.08515,0.2,1.1504,0.54,10.811,2.4,2.3462,0.43,1.8164,0.13,0.51165,0.015,0.89279,0.027,0.37239,0.012
"BOR2019","HSE_mix",-1,FALSE,0.64283,0.032,-0.36956,0.038,0.85645,0.054,-0.0111,0.11,-0.32023,0.45,7.9144,1.5,1.9823,0.4,1.9721,0.13,0.51586,0.015,0.86526,0.027,0.37667,0.012
"BOR2019","PBE0",-1,FALSE,0.7777,0.028,-0.47213,0.039,0.86792,0.072,-0.55945,0.084,2.1088,0.62,14.5,4.6,2.8445,0.49,1.8296,0.12,0.37808,0.014,0.92321,0.031,0.26691,0.01
"BOR2019","PBE0_mix",-1,FALSE,0.81724,0.036,-0.59525,0.043,0.96544,0.054,-0.3911,0.14,-0.83836,0.3,6.4592,0.91,1.7571,0.38,2.445,0.15,0.47448,0.014,0.90828,0.025,0.34425,0.011
"NAR2019","G4MP2",-1,FALSE,0.7941,0.033,-0.060588,0.048,1.0567,0.046,-0.19,0.16,-0.34753,0.22,4.4332,0.72,0.93653,0.26,2.209,0.087,0.45723,0.012,0.88163,0.029,0.33931,0.01
"NAR2019","B3LYP",-1,FALSE,3.9907,0.15,3.6137,0.17,3.6745,0.32,3.03,0.79,1.9095,0.82,15.445,6.5,0.92402,0.3,9.2503,0.55,0.4001,0.016,0.89253,0.029,0.28259,0.011
"NAR2019","M06-2X",-1,FALSE,2.7052,0.099,-0.087473,0.17,3.4561,0.2,-3.73,1.9,1.242,0.42,7.1166,2.7,-0.20508,0.18,6.0963,0.46,0.39486,0.014,0.82635,0.029,0.28348,0.01
"NAR2019","wB97X-D",-1,FALSE,1.8543,0.092,0.52329,0.13,2.654,0.25,-0.51,0.56,2.13,0.93,17.66,7.7,0.53333,0.23,5.1783,0.38,0.46792,0.018,0.9606,0.038,0.33104,0.013
"PER2018","B3LYP",-1,FALSE,1.1819,0.09,0.97928,0.1,1.5103,0.12,0.71038,0.11,1.614,0.3,7.2574,1.1,4.9254,0.96,4.4865,0.49,0.51491,0.02,1.0944,0.034,0.37996,0.02
"PER2018","B97-1",-1,FALSE,0.85462,0.052,0.50593,0.069,1.0514,0.082,0.83844,0.12,0.25805,0.39,6.6806,0.75,3.475,0.72,2.6704,0.35,0.44402,0.021,0.96601,0.058,0.30688,0.017
"PER2018","BH&HLYP",-1,FALSE,4.8311,0.23,4.7918,0.23,3.4953,0.24,3.0195,0.35,1.3889,0.25,5.6335,1.1,0.60202,0.48,11.744,0.61,0.36837,0.015,1.008,0.039,0.26911,0.012
"PER2018","BLYP",-1,FALSE,1.627,0.1,0.41088,0.14,2.2323,0.17,1.5794,0.45,-1.2904,0.27,6.5931,0.87,3.4699,0.78,5.3257,0.56,0.46465,0.02,1.072,0.07,0.329,0.018
"PER2018","CAM-B3LYP",-1,FALSE,0.90408,0.091,0.55114,0.1,1.5431,0.12,0.0013393,0.067,1.7781,0.26,6.611,1.1,5.1012,1.3,4.1328,0.37,0.66318,0.015,0.99141,0.042,0.53026,0.017
"PER2018","LC-ωPBE",-1,FALSE,1.0939,0.095,0.73093,0.11,1.6697,0.14,0.267,0.13,1.7247,0.35,8.0118,1.8,2.8174,0.82,4.3381,0.51,0.60329,0.018,0.9276,0.037,0.46746,0.017
"PER2018","PBE",-1,FALSE,2.7916,0.16,-2.5326,0.17,2.6678,0.2,-1.2735,0.45,-1.335,0.23,6.041,0.86,1.9695,0.52,8.0647,0.83,0.42315,0.018,0.95855,0.042,0.30198,0.015
"PER2018","PBE0",-1,FALSE,0.92456,0.074,0.23639,0.096,1.442,0.12,-0.01,0.16,1.7744,0.21,7.1871,1,2.994,0.86,3.2688,0.5,0.56521,0.021,0.90525,0.036,0.42144,0.019
"PER2018","PW86PBE",-1,FALSE,1.6352,0.12,-0.53545,0.16,2.4625,0.2,0.83679,0.46,-1.4858,0.27,7.0637,1.1,2.6844,0.59,6.1354,0.89,0.52769,0.021,0.98418,0.039,0.39481,0.018
"SCH2018","LDA",-1,FALSE,0.71559,0.031,0.68462,0.035,0.48557,0.024,0.6,0.22,0.14917,0.14,2.8664,0.22,0.13764,0.23,1.5148,0.07,0.34472,0.017,0.80751,0.044,0.2518,0.013
"SCH2018","PBE",-1,FALSE,0.18687,0.0099,0.093231,0.016,0.21256,0.0094,0,0.078,-0.11044,0.12,2.5127,0.18,-0.089637,0.22,0.41837,0.023,0.4139,0.02,0.77526,0.04,0.30877,0.017
"SCH2018","RPBE",-1,FALSE,0.21231,0.01,-0.17169,0.013,0.18856,0.0076,-0.31,0.062,0.10973,0.12,2.2494,0.16,-0.64345,0.2,0.46332,0.021,0.37564,0.018,0.7986,0.042,0.28073,0.015
"SCH2018","vdW-DF2",-1,FALSE,0.20882,0.01,0.023282,0.017,0.25419,0.011,0.13,0.11,-0.17486,0.13,2.6425,0.19,-0.059188,0.27,0.50316,0.035,0.38764,0.018,0.78848,0.042,0.28726,0.015
"SCH2018","BEEF-vdW",-1,FALSE,0.14569,0.008,-0.0094872,0.013,0.18237,0.0083,0.02,0.046,-0.16862,0.11,2.5156,0.17,-0.088302,0.27,0.34049,0.012,0.42113,0.017,0.81642,0.039,0.31771,0.015
"SCH2018","mBEEF",-1,FALSE,0.20559,0.0099,0.057897,0.018,0.24212,0.014,0.27,0.068,-0.99989,0.14,3.4797,0.46,0.23825,0.32,0.48625,0.03,0.37626,0.018,0.81878,0.043,0.2742,0.015
"SCH2018","mBEEF-vdW",-1,FALSE,0.31154,0.013,0.22621,0.021,0.2848,0.014,0.38,0.12,-0.55838,0.13,2.9858,0.33,0.0010874,0.29,0.63641,0.023,0.34152,0.016,0.81332,0.047,0.25416,0.013
"THA2015","M11",-1,FALSE,3.0813,0.29,0.74089,0.41,4.5132,0.49,0.95809,0.78,-0.74673,0.59,7.315,1.7,3.1787,0.87,10.103,1.5,0.52938,0.025,0.93125,0.051,0.39108,0.022
"THA2015","M06-2X",-1,FALSE,3.1992,0.28,1.2276,0.39,4.3625,0.45,0.23417,1.2,-0.62156,0.51,6.5305,1.2,2.8278,0.75,10.109,1.5,0.49811,0.026,0.87183,0.05,0.35991,0.022
"THA2015","ωB97",-1,FALSE,3.283,0.28,0.72676,0.4,4.5208,0.42,1.7722,1.4,-0.58476,0.43,5.7263,0.81,2.1408,0.67,10.995,1.5,0.47756,0.025,0.86464,0.056,0.3388,0.021
"THA2015","LC-τHCTH",-1,FALSE,3.0309,0.27,0.37019,0.39,4.3649,0.42,-1.4149,1.3,-0.47628,0.48,6.144,0.94,2.0925,0.69,10.476,1.5,0.50117,0.024,0.91246,0.048,0.36601,0.021
"THA2015","HISS",-1,FALSE,3.7931,0.27,2.315,0.38,4.2843,0.43,1.656,1.1,-0.55912,0.5,6.4072,1.1,2.8006,0.74,10.385,1.6,0.40574,0.024,0.90101,0.057,0.28777,0.019
"THA2015","LC-ωPBE",-1,FALSE,3.8503,0.26,2.0045,0.4,4.481,0.43,2.6201,0.83,-0.73851,0.43,5.9436,0.94,2.4129,0.76,10.515,1.4,0.39874,0.023,0.92687,0.052,0.285,0.018
"THA2015","MP2",-1,FALSE,3.1681,0.28,0.83531,0.39,4.4456,0.44,1.6844,1.1,-0.085745,0.51,6.1236,0.83,2.6273,0.8,10.81,1.7,0.49043,0.026,0.96914,0.051,0.35121,0.022
"WU2015","HF",-1,FALSE,4.2378,0.18,3.7843,0.22,2.9539,0.24,3.5848,0.85,-0.86448,0.32,4.8087,1.2,0.45803,0.39,8.0324,0.33,0.30133,0.018,0.83948,0.052,0.21898,0.014
"WU2015","MP2",-1,FALSE,0.52883,0.033,-0.41314,0.042,0.49689,0.032,-0.4866,0.19,0.070321,0.21,3.2793,0.37,0.25743,0.37,1.1967,0.098,0.38693,0.021,0.87936,0.049,0.28206,0.017
"WU2015","LSDA",-1,FALSE,6.545,0.18,-6.4423,0.21,2.4686,0.26,-6.2186,0.8,0.087677,0.65,7.2348,1.2,1.4976,0.77,11.205,0.72,0.17679,0.012,1.0113,0.054,0.12355,0.0088
"WU2015","PBE",-1,FALSE,6.0785,0.18,-5.9753,0.21,2.4385,0.26,-5.871,0.38,-0.13657,0.64,7.1452,1.2,1.9302,0.84,10.802,0.7,0.18609,0.013,1.042,0.059,0.12808,0.01
"WU2015","HCTH",-1,FALSE,4.8912,0.18,-4.751,0.21,2.4769,0.26,-4.651,0.7,-0.097653,0.62,6.9157,1.1,1.5534,0.8,9.6249,0.69,0.23469,0.016,0.98266,0.065,0.16169,0.012
"WU2015","N12",-1,FALSE,3.9666,0.2,-3.78,0.22,2.6778,0.26,-2.7152,0.46,-0.4796,0.52,6.1991,0.95,2.2683,0.86,9.2011,0.76,0.31309,0.019,1.0248,0.053,0.21795,0.015
"WU2015","revTPSS",-1,FALSE,4.546,0.18,-4.4243,0.2,2.3922,0.24,-3.6498,0.25,-0.42261,0.57,6.605,1,2.1019,0.92,9.305,0.75,0.24391,0.017,1.1123,0.065,0.16802,0.013
"WU2015","tHCTH",-1,FALSE,4.561,0.19,-4.4127,0.21,2.5305,0.26,-3.7459,0.47,-0.2878,0.6,6.8233,1.1,1.8901,0.84,9.4701,0.74,0.25673,0.017,1.0384,0.061,0.17731,0.013
"WU2015","M11-L",-1,FALSE,8.3238,0.23,-8.2153,0.25,3.0962,0.29,-6.9881,0.46,0.014244,0.54,5.8344,1.1,0.98503,0.79,13.775,0.58,0.18127,0.01,1.0971,0.049,0.13028,0.0083
"WU2015","MN12-L",-1,FALSE,4.8955,0.22,-4.7579,0.24,2.9612,0.24,-4.2377,0.68,-0.53503,0.36,4.6697,0.63,1.1217,0.66,10.851,0.75,0.29744,0.016,1.0187,0.049,0.21013,0.013
"WU2015","PBE0",-1,FALSE,1.9573,0.14,-1.627,0.17,2.0568,0.19,-1.1218,0.22,-0.43355,0.44,5.4399,0.78,2.0461,0.7,5.8448,0.44,0.45205,0.02,0.91519,0.047,0.33198,0.018
"WU2015","mPW1PW",-1,FALSE,1.7538,0.14,-1.3518,0.17,2.0619,0.18,-0.92741,0.22,-0.51941,0.42,5.3513,0.77,2.0578,0.7,5.7041,0.42,0.49367,0.021,0.92171,0.047,0.36402,0.019
"WU2015","B3LYP",-1,FALSE,3.0977,0.15,-2.9595,0.17,2.0971,0.2,-2.5341,0.34,-0.48976,0.49,5.8065,0.88,1.9807,0.78,7.2244,0.49,0.31738,0.018,0.9903,0.058,0.22326,0.015
"WU2015","B3PW91",-1,FALSE,2.1365,0.15,-1.8623,0.17,2.1086,0.2,-1.4087,0.28,-0.53443,0.46,5.7024,0.84,2.1846,0.74,6.2274,0.5,0.43485,0.021,0.92931,0.048,0.31541,0.018
"WU2015","B97-2",-1,FALSE,1.948,0.15,-1.5941,0.17,2.146,0.2,-0.79995,0.21,-0.53733,0.44,5.5486,0.81,2.3325,0.77,6.0606,0.47,0.47042,0.021,0.9544,0.046,0.3462,0.019
"WU2015","M06",-1,FALSE,2.8929,0.13,-2.756,0.14,1.807,0.18,-2.5908,0.43,0.26772,0.57,6.4159,1.2,1.1564,0.79,6.0234,0.44,0.29789,0.016,0.9905,0.054,0.21032,0.013
"WU2015","M06-2X",-1,FALSE,1.244,0.097,-0.26542,0.13,1.6733,0.13,0.41278,0.4,-0.35297,0.33,4.2735,0.58,0.61941,0.52,3.8522,0.37,0.46784,0.022,0.91008,0.047,0.33803,0.019
"WU2015","M06-HF",-1,FALSE,1.7488,0.099,0.81397,0.15,1.9466,0.14,2.0039,0.45,-0.6705,0.23,3.8174,0.52,0.6168,0.42,4.1585,0.45,0.3634,0.022,0.80888,0.049,0.25882,0.017
"WU2015","SOGGA11X",-1,FALSE,1.4981,0.13,-0.83793,0.16,1.9798,0.15,-0.34128,0.39,-0.59271,0.29,4.2237,0.55,1.2502,0.56,5.1647,0.32,0.5164,0.02,0.95538,0.043,0.38174,0.02
"WU2015","tHCTHhyb",-1,FALSE,2.9704,0.17,-2.7908,0.19,2.2792,0.22,-2.1989,0.18,-0.54379,0.49,5.9622,0.9,2.4526,0.83,7.5298,0.6,0.35401,0.02,0.9802,0.05,0.25021,0.016
"WU2015","BMK",-1,FALSE,1.6153,0.13,-0.77516,0.17,2.1186,0.15,-0.34983,0.5,-0.71809,0.23,3.8952,0.55,0.75688,0.46,5.2309,0.38,0.49286,0.021,0.97797,0.052,0.36383,0.019
"WU2015","TPSSh",-1,FALSE,3.0127,0.16,-2.8262,0.18,2.2476,0.22,-2.1018,0.18,-0.43513,0.51,6.1188,0.91,2.4002,0.85,7.4637,0.61,0.34233,0.02,1.0126,0.052,0.24109,0.016
"WU2015","LC-rTPSS",-1,FALSE,2.4987,0.12,2.4045,0.13,1.6375,0.099,3.2619,0.23,-0.088523,0.19,2.9985,0.34,0.086228,0.3,5.2537,0.29,0.33548,0.022,0.69917,0.045,0.24281,0.019
"WU2015","LC-wPBE",-1,FALSE,2.0052,0.1,1.7746,0.13,1.5892,0.089,2.3499,0.36,-0.059442,0.15,2.7062,0.24,0.077167,0.28,4.6221,0.26,0.35759,0.021,0.70822,0.049,0.26199,0.018
"WU2015","LC-N12",-1,FALSE,3.7959,0.13,3.7576,0.14,1.7906,0.11,4.3764,0.4,-0.2156,0.22,3.2168,0.49,0.10209,0.31,6.7613,0.3,0.25399,0.017,0.73866,0.048,0.18176,0.014
"WU2015","LC-HCTH",-1,FALSE,1.7634,0.098,1.3083,0.13,1.6887,0.12,1.5774,0.34,-0.34614,0.26,3.7577,0.68,0.44907,0.36,4.3486,0.29,0.37386,0.021,0.86295,0.052,0.2637,0.017
"WU2015","LC-tHCTH",-1,FALSE,1.3844,0.1,-0.10833,0.14,1.821,0.13,-0.038056,0.54,-0.47767,0.27,3.9019,0.75,0.36951,0.35,3.6709,0.25,0.45056,0.022,0.91134,0.051,0.32504,0.018
"WU2015","M11",-1,FALSE,1.3293,0.087,-0.24264,0.13,1.6638,0.11,0.76115,0.69,-0.02963,0.24,3.3079,0.39,0.099412,0.36,3.5204,0.33,0.40839,0.021,0.94236,0.051,0.29477,0.017
"WU2015","CAM-B3LYP",-1,FALSE,1.5111,0.12,-1.0295,0.14,1.8014,0.13,-0.02287,0.35,-0.31673,0.26,3.77,0.43,0.82807,0.43,4.6586,0.28,0.49741,0.022,0.82346,0.051,0.3653,0.02
"WU2015","wB97XD",-1,FALSE,1.5897,0.12,-1.1212,0.15,1.833,0.13,-0.19557,0.47,-0.25783,0.26,3.6915,0.43,0.73821,0.42,4.7829,0.27,0.48362,0.022,0.83712,0.044,0.35554,0.02
"WU2015","wB97",-1,FALSE,1.4456,0.087,0.13959,0.14,1.7694,0.097,0.74691,0.4,-0.02014,0.15,2.6058,0.23,-0.067835,0.29,3.3941,0.19,0.39126,0.018,0.8967,0.049,0.29107,0.015
"WU2015","wB97X",-1,FALSE,1.4091,0.098,-0.54504,0.14,1.7339,0.1,0.39295,0.47,-0.10717,0.17,2.9059,0.26,0.27282,0.29,3.6316,0.19,0.4418,0.019,0.8671,0.043,0.33282,0.017
"WU2015","N12-SX",-1,FALSE,1.5768,0.15,-0.73318,0.18,2.242,0.19,0.2172,0.31,-0.66981,0.36,5.0437,0.72,2.0471,0.61,5.788,0.5,0.5425,0.021,0.89857,0.071,0.39817,0.021
"WU2015","MN12-SX",-1,FALSE,4.8207,0.18,-4.7226,0.19,2.4062,0.21,-3.3269,0.55,-0.44567,0.43,5.1498,0.76,1.273,0.72,9.5887,0.6,0.24227,0.014,1.0641,0.051,0.17275,0.011
"WU2015","HSE06",-1,FALSE,2.0901,0.15,-1.8027,0.17,2.0787,0.19,-1.1143,0.25,-0.44764,0.46,5.6685,0.83,2.0874,0.73,6.0493,0.47,0.43588,0.02,0.95686,0.049,0.31688,0.018
"WU2015","HISS",-1,FALSE,1.8746,0.11,1.0518,0.16,2.0231,0.16,1.8953,0.43,-0.61463,0.26,4.206,0.56,1.3569,0.5,4.2476,0.4,0.37312,0.022,0.86128,0.055,0.26215,0.017
"ZAS2019","HF",-1,FALSE,2.381,0.027,0.055514,0.041,3.1307,0.041,0.62,0.38,-0.68547,0.072,5.1281,0.26,0.34519,0.06,6.0671,0.11,0.43715,0.0037,0.87546,0.0075,0.31568,0.0029
"ZAS2019","MP2",-1,FALSE,1.309,0.013,0.00010465,0.021,1.6661,0.016,-0.25,0.25,-0.067702,0.034,3.3332,0.059,0.14486,0.067,3.3459,0.053,0.42418,0.0032,0.85993,0.0077,0.30764,0.0027
"ZAS2019","SLATM_L2",-1,FALSE,1.2596,0.026,0.12976,0.032,2.443,0.08,0.14,0.076,0.79971,0.54,28.515,2.7,4.4766,0.25,4.6923,0.15,0.61015,0.0056,1.0076,0.0082,0.45141,0.005
"ZHA2018","PBE",-1,FALSE,0.21057,0.0098,-0.20545,0.01,0.1504,0.0084,-0.251,0.073,-0.54778,0.22,3.678,0.58,-0.17465,0.28,0.46667,0.034,0.3764,0.019,0.7776,0.039,0.27195,0.015
"ZHA2018","SCAN",-1,FALSE,0.10245,0.0069,-0.016541,0.0097,0.14102,0.0093,-0.028,0.017,-0.30373,0.28,4.4101,0.64,1.4905,0.53,0.29072,0.021,0.4964,0.018,0.86468,0.045,0.37631,0.016
"Ref_NormBias","mu=0",-2,TRUE,0.80582,0.02,0.20669,0.031,0.98521,0.022,-1.3878e-17,0.16,-0.0060063,0.069,2.8402,0.11,-0.073381,0.12,1.9348,0.059,0.41409,0.0082,0.81726,0.018,0.30307,0.0069
"Ref_NormBias","mu=0.5",-2,TRUE,0.81733,0.02,0.13482,0.032,1.0091,0.021,0,0.3,0.0013584,0.064,2.7963,0.11,-0.047885,0.11,1.9526,0.047,0.41063,0.0082,0.84534,0.017,0.30133,0.0068
"Ref_NormBias","mu=1",-2,TRUE,0.7976,0.02,0.1751,0.032,1.0043,0.024,-5.5511e-17,0.22,0.056535,0.092,3.3101,0.18,0.21715,0.14,2.0518,0.057,0.42988,0.0082,0.8673,0.019,0.31231,0.0068
"Ref_NormBias","mu=1.5",-2,TRUE,0.79678,0.018,0.037383,0.032,0.99869,0.022,-1.1102e-16,0.27,0.031434,0.08,3.0445,0.14,-0.016457,0.12,1.9817,0.07,0.41289,0.0085,0.847,0.017,0.29982,0.0071
"Ref_NormBias","mu=2",-2,TRUE,0.89739,0.021,0.4599,0.031,1.0303,0.022,0,0.26,-0.037718,0.073,2.9138,0.14,-0.044219,0.11,2.2243,0.055,0.42149,0.0079,0.8052,0.017,0.31056,0.0069
"Ref_NormBias","mu=2.5",-2,TRUE,0.76517,0.019,0.013885,0.031,0.97224,0.023,0,0.18,0.054027,0.082,3.1463,0.17,0.18537,0.12,1.9284,0.043,0.42744,0.0081,0.86126,0.018,0.31385,0.0066
"Ref_NormBias","mu=3",-2,TRUE,0.77907,0.019,-0.068853,0.029,0.97947,0.022,0,0.2,-0.10393,0.075,2.9375,0.15,-0.020498,0.13,1.9095,0.052,0.42201,0.0081,0.81877,0.018,0.30974,0.0069
"Ref_NormBias","mu=3.5",-2,TRUE,0.84163,0.02,0.0665,0.032,1.0455,0.022,0,0.22,-0.059666,0.062,2.7505,0.098,-0.058193,0.11,2.0457,0.052,0.411,0.0079,0.85146,0.017,0.30173,0.0067
"Ref_NormBias","mu=4",-2,TRUE,0.76582,0.019,0.052436,0.031,0.97163,0.022,0,0.17,-0.070885,0.078,3.1133,0.14,0.17197,0.13,1.9515,0.055,0.42791,0.0084,0.86107,0.017,0.31319,0.007
